,xG_per90,xAG_per90,SCA_per90,PrgP_per90,PrgR_per90,PrgC_per90,Press%,Tkl+Int_per90,Cmp%_Med,G+A_per90,Age,Min,league_encoded,position_encoded,squad_rank
13,0.20801543,-0.21930397,-0.34001204,-0.092876166,-0.10089008,-0.0045382883,0.23195712,0.17516321,-0.13963038,0.20277973,-0.1388935,-0.010557004,0.010225127,0.0013419208,0.13612728
14,0.011280899,0.073602706,-0.10756875,-0.06510654,-0.12962371,-0.05473106,0.023911774,0.10851665,0.041654244,0.18560533,-0.07256045,0.0019617665,-0.049287762,0.0009965985,0.12893344
15,-0.52402174,0.0041155103,-0.050594892,0.10926163,0.27305982,0.40869704,-0.25066477,-0.16034189,0.16055064,0.3324265,-0.14630875,-0.008844516,0.006282814,0.006679929,-0.29561788
16,0.15673767,0.021411613,0.019329034,0.21595736,-0.048545633,0.4297604,-0.059695613,0.08479712,0.069129415,-0.086379915,-0.2351678,-0.007897033,-0.03842648,8.451921e-05,0.12026667
17,0.49682996,-0.02061941,0.2980456,-0.2809898,-0.29864943,-0.11182507,0.02098154,0.0022466695,-0.042390488,-0.014373327,-0.1268404,-0.011908078,-0.005340675,0.0028500394,-0.28758973
18,0.64319724,-0.16628808,0.06529854,0.53869927,0.060284168,0.24125183,0.0009442308,-0.1190446,0.060517397,0.33099028,-0.43574536,0.018695734,0.011465284,0.001894302,0.38613313
19,-0.43396124,-0.13561647,0.12002865,-0.049963884,0.17993382,-0.023842024,0.043958534,-0.0972065,-0.06893601,-0.324241,-0.065926544,0.007957657,0.027443374,0.0006593657,0.0028648903
20,0.31585526,-0.1862487,-0.32881916,0.018380376,-0.18987831,0.008063142,0.200142,0.115267456,0.04245953,-0.035053544,-0.12550348,-0.0067546777,0.020922707,0.0008880204,0.018115299
21,-0.16738914,0.087951936,-0.24561812,0.013874523,-0.039277464,-0.04746711,-0.15569715,-0.13148807,0.05401962,0.24783295,-0.042161852,0.0030101726,-0.08364129,0.00050566054,-0.08589838
22,-0.3893483,-0.043248314,-0.35534737,-0.23372194,-0.3689549,-0.018817186,0.028340975,-0.020130256,0.06854705,-0.24431482,-0.011967994,0.016236683,0.028382467,0.00039747142,0.07720253
23,-0.47095332,0.14555277,-0.10039113,-0.31167537,-0.4312198,-0.4394755,-0.24958768,-0.2223999,-0.085122265,-0.3056184,-0.039750576,-0.0030050594,-0.013735002,-0.0069688805,-0.2282239
24,0.65077406,0.045429293,0.04103225,0.5531823,-0.19837976,0.17348391,-0.29312548,0.006878588,0.030735327,0.22387876,-0.33269504,-0.03668616,-0.012576276,0.0024042928,0.31358808
25,-0.025001876,0.024434816,-0.16706681,-0.26247326,0.2277603,-0.37161925,0.066845514,0.09319787,0.051555675,-0.259803,-0.11071344,0.0022063758,0.01705808,0.0006155691,-0.09059484
26,0.03619998,0.17379162,-0.20951661,-0.11299975,0.16112462,-0.29207626,0.19016516,-0.036679905,0.023428554,0.22870734,-0.09645461,0.034509335,0.013245524,0.00020355135,0.31358263
27,0.83234656,-0.068336055,0.24174353,0.12177841,-0.12330135,0.31932193,-0.11671055,0.13356286,-0.063344926,0.34371635,-0.341472,-0.0025782164,0.00344852,0.001690356,0.25452545
28,0.5181151,0.22281124,0.07385051,-0.050282463,0.42029342,-0.20178258,0.1912383,0.10123292,0.00088968914,0.2549025,-0.30122775,0.000308489,0.00075720093,0.0015730535,0.3401236
29,0.0075325686,0.23376366,-0.14032987,0.34739774,-0.1553914,0.3387954,-0.016238779,0.10103181,-0.05608458,0.13634911,-0.1757393,0.0057543325,0.007069504,0.0036020312,0.008146281
30,0.029984573,0.23438238,0.09590386,0.07699481,0.16800447,-0.092224315,0.06180383,0.014189534,-0.064714245,0.07916852,-0.14734061,0.0067862,0.0045455983,0.005011837,0.34375638
31,0.70539147,-0.06999448,0.26926565,0.10874319,0.4434679,0.47077852,-0.07601005,0.09074039,-0.06292049,-0.047790755,-0.3986283,0.0023929013,0.009649486,0.009021851,0.5984902
32,-0.004958809,0.009870984,-0.12995721,-0.15178953,-0.12765346,0.26191238,0.037304644,-0.07196482,0.08063599,-0.32813978,-0.04523435,-0.0023942853,0.014547515,0.0021242348,-0.095191434
33,0.09470118,0.1786152,0.09200073,0.95618814,-0.07172351,0.338721,-0.037744228,-0.1127561,0.110858545,0.33094022,-0.17554356,0.016306033,0.0128105115,0.00058304355,-0.3050363
34,-0.083824255,0.32659495,-0.04233111,0.107920185,-0.022642296,-0.30057564,0.086120725,-0.00798931,0.09335086,-0.014287201,-0.15987179,-0.0008371604,0.02736813,0.00030789291,-0.052170184
35,0.644765,0.085970044,-0.06932715,-0.1547394,0.3303981,-0.4167061,0.31979725,0.1067936,0.0675106,0.027750302,-0.21190052,0.0032459449,0.012770482,0.0012996779,0.2912305
36,0.17643449,-0.032965485,-0.033728715,-0.07926674,0.11557172,-0.2949916,-0.030757949,0.024410563,0.11213491,-0.20782183,-0.061801843,0.0042198254,0.023363246,0.0014699775,0.060417987
37,0.25512835,-0.07426438,0.12545654,-0.103058755,0.36929014,0.29087636,-0.12872523,-0.017025217,0.04198735,0.3812177,-0.26468116,-0.0022727125,0.0019023287,-6.546505e-05,0.3096986
38,0.70977,0.39487857,-0.19582997,-0.25534233,-0.15564187,0.31069338,0.041064296,-0.03917995,0.042449307,0.077090055,-0.23714882,-0.003455464,0.010418372,-0.00045033277,0.3020602
39,0.66406626,0.085186586,-0.056542356,-0.2226242,-0.16939701,-0.30583563,0.045655765,-0.013883106,-0.03455936,-0.082566895,-0.1850808,-0.0020437234,-0.0096592065,0.0005972754,0.17396739
40,0.11872286,0.19001475,0.07741383,0.43039328,-0.33086127,0.18949807,0.0784316,0.10886675,-0.0225432,0.10964085,-0.20340142,0.0014549313,-0.00090223737,0.0013018288,0.29289737
41,0.13525602,-0.04177494,-0.068680264,0.17015564,-0.021588996,-0.14468943,-0.013783357,0.13569055,-0.06660604,0.5342666,-0.21321766,0.026631353,0.012297331,-0.0010312726,0.2859939
42,0.35284448,0.1557882,-0.018689387,0.037495807,0.23082194,-0.11158238,-0.09677841,-0.005616373,0.012742503,0.31802478,-0.20268479,6.94967e-05,-0.033083253,0.0017714249,0.28007114
43,0.55724335,-0.02129325,-0.03943713,-0.23660003,-0.29785913,-0.19922028,0.06632813,0.120667405,-0.044848476,-0.09355621,-0.22374998,-0.0045170346,-0.03195188,0.0010041955,0.13255706
44,0.52588105,-0.023006141,0.21706384,0.17670317,0.40690732,-0.022877788,-0.06433345,0.22262543,-0.0049334243,0.20683585,-0.39537966,-0.0045216074,0.01312501,0.006535015,-0.19529389
45,0.7154161,-0.1903328,0.20316665,-0.36460102,-0.02259531,-0.12742984,-0.019820027,-0.004153454,0.060959034,-0.06920388,-0.18083559,0.006928255,0.01241812,0.001059258,0.20521107
46,0.47182333,-0.23870109,-0.14696585,-0.26587778,-0.09339948,-0.060924746,-0.16048215,0.05249237,0.08261383,-0.082649566,-0.070131585,-0.0016080837,-0.005379512,0.0012227198,0.16763292
47,-0.10778421,0.068870865,0.15525238,-0.17134629,-0.066664025,0.23831056,0.022245936,-0.02819384,-0.025588624,0.40387398,-0.15744768,0.00070065237,0.0054779006,0.0005123816,0.09989579
48,-0.4826455,0.002333499,-0.19322835,-0.39211237,0.12438129,-0.03611465,0.03939793,-0.013452129,-0.100634634,0.057411782,-0.024663595,0.016051264,0.044538863,0.0019750856,-0.09176117
49,0.68624645,0.3482527,0.22207667,0.3737655,0.25043502,-0.06184301,-0.0935006,-0.012775578,-0.009621309,-0.033235747,-0.4324953,-0.0005131869,0.013025622,-0.0037967507,0.34667596
50,-0.06455482,-0.11789567,0.00084018003,0.29122552,-0.10968948,0.24565613,-0.11916632,0.14055546,0.057048492,-0.37553304,-0.12279103,-0.0009424021,0.038396753,-0.0005931161,0.06694401
51,0.7245654,-0.14839582,0.12353785,-0.14147331,-0.020197101,0.30988383,-0.14772749,-0.016763404,0.057337113,0.20485647,-0.25722572,0.002286062,-0.0050273375,0.00044964752,0.2047176
52,0.50780785,0.05380425,0.09068283,0.2714161,0.15888186,-0.10532387,-0.036468875,-0.14281869,-0.014994208,-0.04866048,-0.26786813,-0.0024144682,0.012259775,0.0032757437,-0.17068447
53,0.57214093,-0.013566519,-0.24164434,-0.1691335,-0.19878276,-0.1826955,-0.060988273,0.24684247,0.034858096,-0.06126646,-0.11446096,-0.0030522656,0.03299352,0.0031359093,0.20346656
54,0.6493212,-0.12998804,0.13459094,0.32111195,0.39154997,-0.11533877,-0.0064377063,0.0843457,0.07182011,-0.13734227,-0.36370203,-0.0151194455,0.02239419,0.0019704886,-0.035468556
55,-0.18361278,-0.14591041,0.12132581,0.05920056,0.25085145,0.28101772,0.0899698,0.13356994,0.06872895,0.2794101,-0.16272117,0.004283254,0.013340889,-0.0028828285,0.34109414
56,0.049168617,0.21120107,-0.122904584,0.07086503,0.11044223,0.05975104,0.13403495,0.09344393,-0.028312232,-0.030913673,-0.018461762,-0.0059655653,0.007880124,8.2582104e-05,0.17570929
57,0.369343,0.17186582,0.13999277,-0.29173008,-0.11088545,0.07189974,0.17126708,-0.014312946,0.059414674,-0.16946658,-0.1466897,-0.004938135,0.014872864,0.0008013408,0.07755867
58,-0.039890513,-0.20301604,0.1303654,-0.4258885,-0.31288388,-0.16804853,0.3396868,-0.114757836,0.061740715,-0.23769589,-0.046360496,-0.00010307914,0.013908935,0.0005056137,0.10100039
59,0.67377067,-0.078346506,0.08170558,-0.0042393613,0.060373683,0.007771838,0.12907657,-0.033477563,0.049979825,0.22513781,-0.2687986,0.0020552927,0.008494123,0.00080333167,0.2660577
60,-0.22479463,-0.0077285776,-0.1714232,0.059225287,-0.013786434,0.030274328,0.32709482,0.02546307,0.031161832,-0.00616625,-0.07095098,0.0033340817,0.018104145,0.00095093105,0.15701935
61,0.55175793,-0.026455233,0.119017966,-0.24703726,0.05113224,0.121392064,-0.074976705,0.09843379,-0.059341684,-0.21343999,-0.14246817,0.006265307,0.0038673964,0.0011476374,-0.4195007
62,-0.29050207,0.2048614,-0.023473531,-0.34323445,-0.16088411,-0.03130159,0.1819209,0.09108376,-0.07242978,-0.22194034,-0.08176375,0.0019159981,0.024495179,0.00024705523,0.05545936
63,0.042487994,-0.07177217,-0.018551288,0.065065935,-0.11506377,0.42865044,-0.0684014,-0.0038567234,0.056502827,-0.28420886,-0.121862575,0.0019818274,0.028519772,0.0005236292,0.066130765
64,0.1486923,-0.03654363,0.0999364,-0.03696057,0.031365614,-0.26873243,0.00841199,0.026779592,-0.029586772,-0.11118314,-0.11791357,0.027619265,0.009293393,0.0013962802,-0.18444157
65,-0.22283648,0.24476069,-0.027752245,0.016329546,-0.23558724,-0.33742806,-0.028151311,0.050409466,-0.029543523,0.017370727,-0.09258661,4.673026e-05,0.01777955,5.7823236e-05,0.05422027
66,0.29573274,0.19428279,0.1605226,0.4377346,0.10222075,-0.40231812,-0.10896504,0.02760232,-0.05424981,0.21431495,-0.21823551,-0.004974499,-0.0065676817,0.0020371159,0.2682325
67,-0.31639722,0.1553552,0.050121747,-0.17582045,0.1505083,-0.041021276,-0.16305357,0.026757201,0.051269576,0.023290887,-0.08269812,0.0042545535,0.015447245,0.0024246287,-0.14965943
68,0.033256408,0.14954826,-0.1628615,-0.049111996,-0.06951977,0.20625737,0.019760307,-0.10731673,0.043067265,0.29857358,-0.113496676,0.004733157,0.008503862,0.0026231855,-0.25751066
69,-0.43383923,-0.2205145,-0.24333054,-0.01587718,0.05909473,0.03094807,-0.06219546,-0.0009583547,-0.01218363,-0.17117363,-0.022315074,-0.008191642,0.030052198,0.0015477799,-0.12804544
70,0.40191147,0.11789558,0.10089627,-0.12754965,0.03444932,0.14490108,0.05714346,-0.0034063503,0.10732004,0.08757526,-0.16717878,0.0057534096,0.0010709901,0.0028378791,-0.21291219
71,0.6280828,0.16565524,-0.13545662,0.04359164,0.034295183,-0.06848377,-0.09015307,-0.07302495,-0.01624415,-0.11436923,-0.17217469,0.0028765267,0.0019296124,0.0025453053,-0.158844
72,0.017861735,-0.20292553,0.13904272,-0.159098,0.3978146,-0.3178027,0.05254008,-0.026045758,0.047217984,0.13812488,-0.1387045,0.0054569044,0.015669135,0.00047349042,0.14920753
73,-0.046024084,-0.033860803,-0.09065702,-0.031825833,0.2703225,-0.3136504,-0.11113671,0.21876585,-0.0005070079,-0.21604389,-0.11690385,0.0027908857,0.013673692,0.00264538,-0.09626567
74,-0.010696949,-0.2283939,-0.06105484,-0.27657995,0.14455758,0.095341004,0.078376286,-0.012585497,-0.05548318,-0.23773123,-0.08462706,0.002875156,0.022781065,0.0010058758,0.10033176
75,-0.2523404,-0.00811499,0.016059525,0.30367127,-0.04955807,0.11896737,-0.025855845,0.18069199,-0.00349063,0.1616912,-0.11965459,-0.00050839887,0.008497472,0.0031038038,-0.26791418
76,-0.3485389,-0.072099045,0.15492079,0.25884518,0.15560417,-0.2716411,0.052098922,-0.0046541207,0.06435194,0.11563229,-0.1504396,0.00083114405,0.011370144,0.0005153855,0.19801979
77,-0.23507333,-0.04313369,-0.05941793,-0.17924504,-0.016156053,-0.34475195,0.16831787,0.09987841,-0.046702005,0.12536813,-0.117278874,-0.0044190562,0.013076795,0.0006594213,0.018372886
78,-0.28897664,-0.0342684,0.24360065,-0.34671602,0.36787117,-0.22510473,0.09465342,0.1577798,-0.04573731,0.2702355,-0.19371825,0.003620862,0.010813273,0.001753973,0.030784225
79,-0.27388954,0.088392474,-0.113537535,-0.2270675,0.030033538,-0.43637085,-0.20829809,-0.15429178,-0.04609593,-0.4099957,-0.06845917,0.0054620234,0.040104035,0.00029683078,-0.13009486
80,-0.4413758,-0.21046941,-0.024855137,-0.41861847,0.3097299,-0.029076688,-0.06320911,-0.08491144,-0.08414653,-0.22790632,-0.07440402,0.0007396681,-0.003106846,0.0005595875,-0.11070746
81,-0.019171897,-0.010250024,-0.2612405,-0.22922882,-0.026762422,-0.06627029,-0.0031923025,-0.12565751,-0.08643083,-0.19191235,-0.0023899311,0.009647718,0.030520134,0.000495306,-0.06546115
82,-0.013723902,0.07650541,-0.12317197,-0.15338124,-0.2324793,0.10946718,-0.01902447,-0.028077856,-0.033610385,0.12099728,-0.02585851,-0.0054741977,0.0062468112,-0.0025866863,-0.12071761
83,0.033894088,0.07526879,-0.20640396,0.14614755,0.027021063,0.27296183,-0.14887677,0.11567319,0.0025759868,-0.020888776,-0.0925602,-0.0019901157,0.026325703,0.0019976397,-0.1442327
84,0.46855313,0.16047794,-0.111473024,-0.068745166,-0.15807657,0.32148856,-0.13683261,0.04591496,0.043144915,0.517872,-0.23206656,0.00877257,0.006803847,-0.00034117087,0.2687508
85,0.036563687,0.1540408,-0.12171783,-0.027134761,0.23005794,-0.26879418,0.18645576,0.023922406,-0.009035975,0.09485532,-0.10750943,0.00038597384,0.0037451393,0.0011003203,-0.25067335
86,-0.061961908,0.17738155,0.2684868,0.09332961,-0.0908415,-0.06457974,0.039738465,-0.015169162,-0.011156627,-0.22942714,-0.1217617,0.01833368,0.027480764,0.0022299823,-0.12805188
87,0.1587653,-0.2038547,-0.13682742,-0.22003534,0.087622195,-0.03229408,-0.23658834,-0.09662775,0.09523477,0.07989771,-0.052766144,0.0012352458,0.026541611,0.0038880398,0.12736593
88,0.3209579,0.08750846,-0.050631437,0.06233888,-0.026420379,-0.2370413,0.0028871244,-0.021988247,-0.0031709538,-0.275233,-0.04037834,-0.0011020671,0.010580178,0.0020338243,-0.23211129
89,-0.41885683,0.12814091,0.13510558,-0.17178707,0.11675186,-0.048546962,0.104425184,-0.025616108,-0.04979071,-0.018690893,-0.07047945,0.0029060058,-0.08280723,0.00063006446,0.15251721
90,-0.025817517,-0.042455528,-0.048824135,0.19978693,0.24229407,-0.010232476,0.07157754,-0.07055792,0.07146042,0.18666372,-0.1375674,0.00088803103,0.010683787,0.0027098646,-0.30270994
91,0.16139206,0.042296458,0.10203498,0.44436315,0.38109776,0.031096915,0.0059091765,0.14868164,0.059620257,0.30661222,-0.26853305,-0.0009805837,-0.0002875376,0.0025104473,-0.017296135
92,-0.053243835,0.10842287,0.025522098,-0.1276989,0.12730835,-0.16807573,0.1609727,0.15292202,-0.043956455,-0.0154503,-0.10811015,0.00877939,0.020029979,0.00052792823,0.015330554
93,0.6363624,-0.21013755,0.06998631,-0.108820155,0.23897,0.4575068,-0.25108942,-0.019090902,-0.043370474,0.33779755,-0.24892068,0.002228574,0.0009408096,0.0050629145,-0.20213862
94,0.06498029,0.16958167,0.17791769,-0.03952818,-0.03099373,-0.11528659,-0.07180528,-0.0071341624,-0.11352879,0.13684623,-0.1438241,-0.003755094,0.008005291,0.00082646473,0.06457766
95,-0.2552745,-0.15169793,0.15186678,-0.1607945,-0.08038824,-0.36339703,0.007663691,-0.01260416,0.0473826,-0.30955872,-0.06367071,-0.0032669161,0.035995208,0.0027959584,0.07731246
96,-0.48957744,-0.22721212,-0.11807835,-0.22912851,-0.21471103,-0.45856425,0.102958374,-0.14616561,-0.056006048,0.035636604,-0.009013267,0.006845668,0.019274177,0.00040603912,-0.018279323
97,0.050403602,0.23757662,0.15781495,0.0028395783,-0.21875283,0.088891394,-0.013315395,-0.07229775,0.0123540135,0.020996315,-0.09974355,-0.0013629611,0.0047741723,0.000686332,-0.13536152
98,-0.2734276,0.12082064,-0.1751119,-0.16360043,0.104676835,-0.13972682,0.106817804,0.027989976,-0.13182896,0.02002639,-0.04232805,0.005111546,0.017568175,0.0005373,0.15754093
99,0.4530831,-0.21912263,-0.08637766,0.050336678,-0.031042425,-0.252313,-0.056733634,7.0731374e-05,-0.067163125,-0.19842896,-0.11743717,-0.0022175077,-0.056844003,0.0015995274,-0.12537378
100,-0.41844735,-0.19185355,-0.05802346,0.016064843,-0.22591995,0.086660504,-0.014817545,0.0091895545,-0.0765937,0.21257268,-0.08503299,0.00031505703,0.017621132,0.0003112368,-0.11603832
101,-0.40395173,0.28849116,-0.17198741,0.40704006,0.025152845,-0.13721491,0.08288244,0.10804812,-0.055944618,0.0931384,-0.11626641,0.00994431,0.013809871,0.00067593995,-0.21081452
102,-0.045249093,-0.13719523,-0.11600571,-0.2747705,-0.026758155,-0.109407514,-0.041349642,-0.11236876,-0.032798346,0.0034998,-0.04821901,0.0011366564,-0.09263657,0.00042326827,0.12493052
103,-0.32857093,0.17834926,-0.09001101,0.11646405,0.26797056,-0.28327134,0.10111468,0.019105487,-0.025629431,0.34458855,-0.10677614,0.0059549985,-0.03662425,0.0005885024,0.17914326
104,-0.12185952,0.1745009,-0.06890174,-0.27624208,0.20525911,0.27603444,0.004187895,0.015967732,-0.030095939,-0.03689413,-0.10759535,-0.01711394,-0.072491996,0.00083059707,0.16438937
105,-0.11810461,0.08469822,-0.014898447,0.28506562,-0.10585364,0.45339015,0.063200675,-0.026072111,0.050367754,0.5564537,-0.1903128,-0.013119698,-0.03545215,-0.0019878056,0.3203813
106,-0.2938606,0.110156015,0.11510234,0.01149034,0.0667918,-0.14473109,0.15663852,-0.04790367,-0.09363912,-0.0107924845,-0.06925416,0.0020682062,-0.06391185,0.0005738026,0.15086302
107,-0.00014415459,0.169547,-0.04686225,-0.43681523,-0.33601123,-0.33408344,-0.12174596,-0.0063253376,0.1325895,0.17215832,-0.052941006,-0.0021118782,-0.05054284,0.0003964343,0.008017192
108,-0.021666735,0.022405826,-0.063149154,-0.11374683,0.23083174,-0.04353873,-0.09785708,-0.09767833,-0.015975276,0.006291566,-0.047149055,-0.0019307558,0.010048722,0.0027019891,-0.27038836
109,-0.6567508,-0.21824059,-0.3272795,-0.16014674,-0.24872907,-0.11987454,-0.08816267,-0.1186548,-0.067566454,-0.11222049,0.0057486873,0.0130341565,-0.105436616,0.00038028584,-0.06382112
110,-0.42110857,-0.0010884122,-0.017202262,-0.39716375,-0.11910345,-0.39804208,0.034137204,-0.11911407,0.066918805,-0.08715936,0.050327018,-0.013378801,-0.102687754,-0.00024691262,-0.2815183
111,0.022538422,-0.19306028,0.115206115,-0.11856609,-0.15851994,0.24243926,-0.14126267,-0.03644113,0.037693582,-0.2993266,-0.123955354,0.008438821,-0.019187346,-0.0020537383,-0.117825784
112,-0.31884435,0.115632534,-0.14594285,-0.0022163393,-0.055359446,-0.11867421,-0.2398056,-0.23298377,0.040320322,-0.1978261,-0.042917486,-0.0049058357,-0.0805202,0.0038495406,0.068934955
113,-0.44119266,-0.03124552,0.2850519,0.10250776,-0.046553362,-0.24407314,0.05079531,0.117688864,-0.080730036,-0.22683199,-0.06777682,0.0010758713,-0.06439855,0.0005778393,0.118907966
114,-0.2233917,0.089612775,0.132611,-0.08537394,0.007980185,0.112624615,-0.0778519,0.0024720635,0.12390716,0.21278434,-0.0788248,0.0021626896,-0.04888984,0.00045249955,0.19918779
115,0.21490136,-0.058009848,0.14025623,-0.086173534,0.31255573,0.0646652,0.043219477,0.03710199,0.033299513,0.19263174,-0.22031094,-0.011903094,-0.0010909832,0.0009509736,0.098224655
116,-0.45385644,-0.23135023,-0.17648944,-0.535182,0.017602824,-0.15211782,-0.13950555,-0.026542004,-0.15182641,-0.43183863,0.0064105447,-0.012437195,-0.09971735,0.0027235684,0.063124284
117,-0.087929726,0.07559512,0.22018938,0.10472098,-0.23438294,0.08158033,-0.06062151,-0.0062460448,0.014166555,-0.08672662,-0.015433077,0.0021797558,-0.083736844,0.0016128572,-0.3155981
118,-0.30948156,0.11166984,0.11484933,0.344836,-0.28173056,0.053719357,0.095609486,-0.100742556,0.063190445,-0.22874965,-0.12828459,-0.0023815914,-0.07216035,0.0005709448,-0.13413161
119,-0.1017645,-0.109176315,-0.30248716,-0.35574794,0.016688934,-0.076900326,0.023691976,-0.074087285,0.090051666,-0.31928334,-0.05758334,0.0013801709,-0.0851205,0.00020846198,0.080719426
120,-0.5709491,0.048594736,-0.052173775,-0.060681153,-0.21428598,-0.35793898,0.11465952,0.124229565,-0.04422678,-0.05840902,0.012459686,0.0057251407,0.038839586,0.0033995209,-0.087806344
121,-0.39947203,0.040557664,-0.062174622,-0.16612186,-0.00041333234,-0.2681811,0.1346156,0.108695276,-0.088759124,0.39936548,-0.11746798,0.000653471,0.007049464,0.0008067213,-0.22078471
122,-0.42753607,0.31299502,0.00623066,-0.35639274,-0.19149765,0.029179892,-0.056518704,0.10652878,-0.087445475,0.03431476,-0.05468983,0.0001227509,-0.07094453,-0.0001423391,-0.3456307
123,0.8601105,0.16404237,0.06441252,-0.037201077,-0.18584627,0.3365912,0.0799808,-0.027815899,-0.05079735,0.082092784,-0.28373554,0.0062197763,-0.0010438627,-0.000185958,0.28956708
124,0.2817535,-0.0011745723,0.016094694,-0.20188993,-0.18844451,-0.16665,0.09259241,0.09589714,0.07833432,-0.05454613,-0.1546475,-0.00031570264,0.0054611545,0.0014079073,0.050807707
125,-0.3279921,-0.22496465,-0.07458266,-0.40800053,-0.5031345,0.17093538,0.1396182,-0.14210819,0.030163106,-0.24757518,-0.044525377,0.008066419,0.0022589546,0.004152553,0.12679565
126,-0.12071777,-0.005579468,0.004174676,-0.34164608,-0.19595379,0.015873931,-0.22706826,-0.005344912,-0.033715066,0.29495123,-0.06593378,-0.010459161,-0.048378397,-0.0002991959,-0.35676333
127,-0.41349015,0.0056657423,-0.08322502,-0.035564207,-0.06136523,0.04340281,-0.024846587,0.11599669,-0.13756846,-0.42730346,-0.04363695,-0.012102296,-0.077319354,0.0025755838,-0.24123237
128,-0.3924367,0.11184265,0.13134548,-0.16519944,0.21157677,-0.07110621,0.06959898,-0.007840741,0.06928659,0.05053429,-0.115880795,-0.007471853,0.021949608,0.0005035788,-0.0819902
129,-0.06900118,0.11023823,0.14616671,-0.19596402,-0.053347103,0.10313793,-0.030563124,0.15683964,-0.020733504,-0.03495274,-0.1097314,0.0016167511,-0.07393766,0.000704357,0.12386479
130,-0.33950916,0.15990186,0.02013726,0.06901599,-0.119872555,-0.25525326,0.01990329,-0.0071326094,-0.03425446,-0.13323441,-0.10588565,-0.0026506926,0.021760534,0.00031689982,0.078978956
131,-0.13236853,-0.061917357,0.13804038,0.07803154,0.10124194,0.049560465,-0.1247026,0.09554539,0.0060035046,-0.054984264,-0.14002687,0.0014969301,0.009769104,0.0005989328,0.0013289691
132,-0.5484243,0.08599174,-0.04047689,0.28378794,0.135205,0.0776161,-0.058745537,-0.0048687095,-0.027670749,-0.25104064,-0.005780018,-0.0056491,-0.09649346,0.0015935692,-0.33295938
133,-0.051202513,0.051369917,-0.153427,-0.53875583,0.12737043,-0.07673818,-0.14740433,0.10854643,0.014335342,-0.2894147,-0.04683185,0.00015419902,-0.0768709,-0.0061632297,0.076533645
134,0.61844414,0.1786342,0.0066990578,0.16889277,-0.050894972,-0.19740988,0.011360562,-0.09711043,-0.07608695,0.11500837,-0.25924152,0.012613262,-0.04678312,0.00046777993,-0.19736066
